,date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
1445,2023-06-11,2023,0,,NYY,BOS,1551.98805797744,1505.1925676953,0.6004958557542374,0.3995041442457626,,,1562.79322582211,1511.92961260096,Clarke Schmidt,Brayan Bello,49.0169235683704,50.4379096425733,-27.363409045388742,-3.856792172935125,0.5733750219770889,0.4266249780229111,,,,
1446,2023-06-11,2023,0,,ANA,SEA,1501.9478960297,1516.05599909342,0.5142317387736485,0.4857682612263515,,,1513.8473361581,1511.10507715713,Griffin Canning,Bryce Miller,49.6250476204679,49.2296645338887,-9.704156780488136,-16.677785624134515,0.5483693240883,0.4516306759117,,,,
1447,2023-06-11,2023,0,,SFG,CHC,1512.46712782912,1484.86201199207,0.5737243681879841,0.4262756318120159,,,1507.38694553498,1484.51353482595,John Brebbia,Hayden Wesneski,47.4,49.1094563909129,0.5191293660267098,-17.6852829243847,0.592574392125969,0.407425607874031,,,,
1448,2023-06-11,2023,0,,COL,SDP,1455.34593983943,1521.74680875789,0.4392813861192984,0.5607186138807015,,,1440.57271431296,1539.06269104065,Dinelson Lamet,Blake Snell,52.2123086104831,53.5966702236443,14.641442742443882,7.33527867866069,0.404502056746381,0.595497943253619,,,,
1449,2023-06-11,2023,0,,STL,CIN,1503.10396024743,1466.78700207752,0.5859414113950083,0.4140585886049917,,,1504.45818395512,1459.72894301442,Adam Wainwright,Hunter Greene,49.9580716121323,55.1459849222166,1.7355817404131408,31.269292836398225,0.556168817649359,0.443831182350641,,,,
1450,2023-06-11,2023,0,,MIL,OAK,1504.80869102801,1416.69881881359,0.6559632541468511,0.3440367458531489,,,1517.32184041509,1404.47949049386,Freddy Peralta,JP Sears,53.5574931087403,49.9546747062558,-0.3390168884725412,21.43269912556353,0.659799267541726,0.340200732458274,,,,
1451,2023-06-11,2023,0,,CHW,FLA,1484.1300588868,1491.04393398451,0.5245691070518204,0.4754308929481796,1482.6813722439,1492.49262062741,1484.66385854362,1496.89928480765,Lucas Giolito,Braxton Garrett,53.6363284200181,51.4303806101677,5.927047063949,-9.18942853369199,0.538607933439944,0.461392066560056,1483.54118728643,1498.02195606484,5.0,6.0
1452,2023-06-11,2023,0,,TBD,TEX,1570.77171617668,1540.18814218893,0.5779121279709281,0.4220878720290719,1572.88974983499,1538.07010853062,1568.17451236081,1539.01523012578,Shane McClanahan,Martin Perez,58.9070851832305,53.1878855030931,16.1608867924401,-16.0663421004904,0.620465445409876,0.379534554590124,1569.54864393716,1537.64109854943,7.0,3.0
1453,2023-06-11,2023,0,,TOR,MIN,1538.97801828322,1513.45124227415,0.5707958757578744,0.4292041242421256,1540.09932163759,1512.32993891978,1544.50726839246,1526.50512600998,Kevin Gausman,Louie Varland,60.1333495035543,51.0038785865474,31.0398011285276,-19.9506952012697,0.630720419022605,0.369279580977395,1545.19192858459,1525.82046581785,7.0,6.0
1454,2023-06-11,2023,0,,PIT,NYM,1473.81073929666,1504.21697964741,0.4907817237050415,0.5092182762949585,1475.27521102616,1502.75250791791,1470.05136459064,1524.01760980587,Mitch Keller,Carlos Carrasco,53.2654190526664,47.8953291480763,17.7628356865658,-11.6491754772219,0.499202393761008,0.500797606238992,1471.12705526948,1522.94191912703,2.0,1.0
1455,2023-06-11,2023,0,,PHI,LAD,1510.33743880149,1568.88192674549,0.4504496586246185,0.5495503413753815,1513.27461317425,1565.94475237273,1515.0049404931,1563.36570347268,Taijuan Walker,Caleb Ferguson,51.0611478593063,45.7962583979704,-12.7075729783719,-30.8178205476877,0.491005755570282,0.508994244429718,1517.00789812126,1561.36274584452,7.0,3.0
1456,2023-06-11,2023,0,,BAL,KCR,1520.02972491292,1431.67874120374,0.6562764124165475,0.3437235875834524,1522.38209890033,1429.32636721633,1506.33435211805,1427.36021542268,Kyle Gibson,Carlos Hernandez,50.7294522057922,45.4324218451461,1.06594386785207,-0.361965733028585,0.64588196685055,0.35411803314945,1508.1761816119,1425.51838592883,11.0,3.0
1457,2023-06-11,2023,0,,ATL,WSN,1562.47599032974,1451.88166611799,0.6845555527024274,0.3154444472975726,1558.56834360065,1455.78931284708,1564.86958997976,1436.00446083512,Bryce Elder,Trevor Williams,55.2401300785447,47.7347649059394,7.95001710923223,3.69423586516983,0.711865307415582,0.288134692584418,1561.74525489126,1439.12879592362,2.0,6.0
1458,2023-06-11,2023,0,,CLE,HOU,1506.6351453418,1565.90936361541,0.4494100238121638,0.5505899761878362,1509.91774231061,1562.6267666466,1515.20196410879,1560.28418059892,Shane Bieber,Brandon Bielak,57.4214643530886,45.9342676784929,19.7524355856071,-39.0728827996915,0.554104026110427,0.445895973889573,1517.08888968863,1558.39725501908,5.0,0.0
1459,2023-06-11,2023,0,,DET,ARI,1453.85540589021,1520.71395408334,0.4386325500291607,0.5613674499708393,1452.39024675852,1522.17911321503,1444.18160936354,1506.35913363919,Will Vest,Zac Gallen,47.4,61.0269331632952,-17.4697326325808,43.4178593845839,0.361175760481006,0.638824239518994,1443.33918139097,1507.20156161176,5.0,7.0
