GAMEDATE,HOME,AWAY,HOME_SCORE,AWAY_SCORE,HOME_ML,AWAY_ML,HOME_RATING,AWAY_RATING,HOME_PROB,AWAY_PROB,OU_LINE,OU_RESULT,H_ODDS,A_ODDS,SUM_ODDS,H_ADV,A_ADV,H_ADV_PCT,A_ADV_PCT,H_PROFIT,A_PROFIT
2023-06-04,FLA,OAK,7,5,-240.0,195.0,1482.1528907651,1404.05036722264,0.6428485805886862,0.3571514194113138,7.5,O,0.6755725190839694,0.32442748091603046,1.0448654037886342,-0.03272393849528321,0.03272393849528332,-0.0484388242133571,0.1008667280678146,0.4166666666666667,-1.0
2023-06-04,CIN,MIL,1,5,-118.0,108.0,1464.03513110795,1507.04612572267,0.4726682517229959,0.5273317482770041,9.5,U,0.5296046953219403,0.4703953046780598,1.0220536344389555,-0.0569364435989444,0.05693644359894434,-0.10750743734311763,0.12103956615364564,-1.0,1.08
2023-06-04,WSN,PHI,3,11,128.0,-153.0,1462.28408171879,1504.66327482991,0.4735748594120172,0.5264251405879827,9.0,O,0.42037750897248444,0.5796224910275156,1.0433395742320226,0.053197350439532776,-0.05319735043953289,0.12654661418390667,-0.09177930681266044,-1.0,0.6535947712418301
2023-06-04,BOS,TBD,2,6,110.0,-120.0,1512.96045753263,1562.46614667536,0.4633601591062647,0.5366398408937353,9.0,U,0.4661016949152542,0.5338983050847457,1.0216450216450217,-0.0027415358089895037,0.0027415358089896147,-0.005881840462922949,0.0051349400866789185,-1.0,0.8333333333333334
2023-06-04,PIT,STL,2,1,130.0,-150.0,1479.72924490287,1506.80926056093,0.4955676172725881,0.504432382727412,8.5,U,0.42016806722689076,0.5798319327731092,1.0347826086956522,0.07539955004569732,-0.0753995500456972,0.1794509291087596,-0.13003690515127486,1.3,-1.0
2023-06-03,SDP,CHC,6,0,-180.0,160.0,1516.84819391631,1486.73873845025,0.5772462427280279,0.422753757271972,8.0,U,0.6256684491978609,0.37433155080213903,1.0274725274725276,-0.048422206469832973,0.048422206469832973,-0.07739275734922024,0.12935646585512517,0.5555555555555556,-1.0
2023-06-03,ARI,ATL,2,5,195.0,-240.0,1514.81498107992,1552.31169105811,0.4805864374441355,0.5194135625558645,9.0,U,0.32442748091603046,0.6755725190839694,1.0448654037886342,0.15615895652810502,-0.15615895652810496,0.48133701894545333,-0.2311505458212627,-1.0,0.4166666666666667
2023-06-03,SFG,BAL,4,0,-135.0,110.0,1512.66959369433,1519.29759199113,0.5249795067783004,0.4750204932216996,7.5,U,0.5467695274831245,0.4532304725168756,1.050658561296859,-0.021790020704824054,0.021790020704823998,-0.03985229536314383,0.04807713078915432,0.7407407407407407,-1.0
2023-06-03,MIN,CLE,2,4,-126.0,116.0,1516.73758866363,1499.1963649219,0.5594993651085819,0.4405006348914181,7.0,U,0.5463304962261121,0.45366950377388787,1.0204850868567683,0.01316886888246982,-0.013168868882469764,0.024104217087342672,-0.029027450099518348,-1.0,1.16
2023-06-03,LAD,NYY,3,6,-110.0,-110.0,1573.70334792512,1549.09969750554,0.5694935381185917,0.4305064618814083,9.0,P,0.5,0.5,1.0476190476190477,0.06949353811859171,-0.06949353811859171,0.13898707623718343,-0.13898707623718343,-1.0,0.9090909090909091
2023-06-03,BOS,TBD,2,4,136.0,-162.0,1514.55727933099,1560.869324877,0.4679344538244046,0.5320655461755954,8.5,U,0.4066302458405761,0.593369754159424,1.042049424246345,0.06130420798382846,-0.06130420798382852,0.15076155453488682,-0.10331535699973948,-1.0,0.6172839506172839
2023-06-03,NYM,TOR,1,2,118.0,-128.0,1512.86431881832,1539.12544339042,0.496746026106903,0.503253973893097,8.5,U,0.4496686651940676,0.5503313348059325,1.020119105102205,0.047077360912835375,-0.04707736091283554,0.10469344332124586,-0.08554366785136225,-1.0,0.78125
2023-06-03,KCR,COL,4,6,-150.0,135.0,1440.49136851849,1463.82011281583,0.5009660134071248,0.4990339865928752,9.5,O,0.5850622406639003,0.41493775933609955,1.025531914893617,-0.08409622725677557,0.08409622725677562,-0.14373894162328305,0.20267190768882926,-1.0,1.35
2023-06-03,HOU,ANA,9,6,-165.0,145.0,1568.11935893874,1497.2237944236,0.6332680936861709,0.3667319063138291,8.5,O,0.6040343668285393,0.39596563317146055,1.0308047747400848,0.029233726857631592,-0.029233726857631426,0.04839745627574499,-0.07382894980932009,0.6060606060606061,-1.0
2023-06-03,FLA,OAK,12,1,-220.0,185.0,1478.96742286411,1407.23583512363,0.6343850368047474,0.3656149631952525,8.0,O,0.662090813093981,0.337909186906019,1.0383771929824561,-0.02770577628923354,0.027705776289233486,-0.041845885400166094,0.08199178170595034,0.45454545454545453,-1.0
2023-06-03,CIN,MIL,8,10,-105.0,-105.0,1465.75664086468,1505.32461596594,0.4776108650085492,0.5223891349914507,10.0,O,0.5,0.5,1.024390243902439,-0.022389134991450788,0.022389134991450677,-0.044778269982901575,0.04477826998290135,-1.0,0.9523809523809523
2023-06-03,WSN,PHI,2,4,-110.0,-110.0,1464.0434926216,1502.9038639271,0.4786272381796898,0.5213727618203102,8.5,U,0.5,0.5,1.0476190476190477,-0.021372761820310227,0.021372761820310227,-0.04274552364062045,0.04274552364062045,-1.0,0.9090909090909091
2023-06-03,TEX,SEA,16,6,-150.0,126.0,1531.17053774467,1522.92674385949,0.5462697884063467,0.4537302115936533,8.5,O,0.5755517826825127,0.42444821731748733,1.0424778761061946,-0.029281994276166068,0.029281994276165957,-0.0508763853352856,0.06898837851464701,0.6666666666666666,-1.0
2023-06-03,PIT,STL,4,3,125.0,-143.0,1478.26684583594,1508.27165962786,0.4913592386427484,0.5086407613572517,9.5,U,0.43027888446215146,0.5697211155378487,1.0329218106995883,0.06108035418059693,-0.061080354180596985,0.14195526758638732,-0.10721097132398494,1.25,-1.0
2023-06-03,CHW,DET,2,1,-155.0,140.0,1480.1110677207,1466.52755268606,0.5538770400219305,0.4461229599780695,8.5,U,0.5933014354066986,0.4066985645933015,1.0245098039215685,-0.03942439538476805,0.039424395384767996,-0.0664491825436816,0.09693763100490016,0.6451612903225806,-1.0
2023-06-03,BOS,TBD,8,5,-117.0,107.0,1512.20060207482,1563.22600213317,0.4611855743952159,0.5388144256047841,9.0,O,0.5274287332041203,0.47257126679587974,1.0222622943520558,-0.06624315880890441,0.06624315880890436,-0.12559641642289454,0.14017601886387454,0.8547008547008547,-1.0
2023-06-02,SFG,BAL,2,3,-165.0,139.0,1514.21445818491,1517.75272750055,0.529412799729494,0.470587200270506,7.5,U,0.5980890270721164,0.40191097292788347,1.0410515512749665,-0.06867622734262246,0.06867622734262252,-0.11482609483544604,0.1708742282956912,-1.0,1.39
2023-06-02,LAD,NYY,8,4,-152.0,127.0,1571.43937838264,1551.36366704802,0.5630919535588931,0.4369080464411069,8.0,O,0.5779177274554469,0.4220822725445531,1.0437032375358366,-0.014825773896553818,0.014825773896553818,-0.02565377940875979,0.03512531764761295,0.6578947368421053,-1.0
2023-06-02,SDP,CHC,1,2,-182.0,155.0,1518.64436579818,1484.94256656838,0.5822844211312682,0.4177155788687318,9.0,U,0.6220345798150382,0.37796542018496176,1.037546933667084,-0.039750158683769965,0.03975015868377002,-0.0639034548458538,0.1051687709005702,-1.0,1.55
2023-06-02,ARI,ATL,3,2,102.0,-112.0,1513.36973405506,1553.75693808297,0.4764343901448568,0.5235656098551432,9.0,U,0.4837531945965681,0.5162468054034319,1.0233513917429478,-0.007318804451711347,0.007318804451711292,-0.015129211617537663,0.014176948651511534,1.02,-1.0
2023-06-02,MIN,CLE,1,0,-130.0,110.0,1515.56576460519,1500.36818898034,0.5561717246077433,0.4438282753922566,8.0,U,0.5427435387673957,0.4572564612326044,1.041407867494824,0.013428185840347662,-0.013428185840347773,0.02474130944210584,-0.029366858598673606,0.7692307692307693,-1.0
2023-06-02,KCR,COL,2,7,-125.0,105.0,1443.44611958383,1460.86536175049,0.5094693394271966,0.4905306605728033,9.5,U,0.5324675324675325,0.4675324675324675,1.043360433604336,-0.0229981930403359,0.02299819304033579,-0.04319172839282592,0.04919057955849593,-1.0,1.05
2023-06-02,HOU,ANA,6,2,-130.0,110.0,1566.35612689343,1498.98702646891,0.628541012977069,0.371458987022931,7.5,O,0.5427435387673957,0.4572564612326044,1.041407867494824,0.08579747420967332,-0.08579747420967337,0.15808106054016724,-0.18763534577159002,0.7692307692307693,-1.0
2023-06-02,CHW,DET,3,0,-158.0,143.0,1478.18348601662,1468.45513439014,0.548387092991214,0.451612907008786,9.0,U,0.5980932797457705,0.40190672025422935,1.0239257345200499,-0.049706186754556514,0.049706186754556625,-0.0831077499745273,0.12367592839232588,0.6329113924050633,-1.0
2023-06-02,TEX,SEA,2,0,-110.0,-110.0,1529.65584017978,1524.44144142438,0.5419440918493197,0.4580559081506803,7.5,U,0.5,0.5,1.0476190476190477,0.04194409184931969,-0.04194409184931969,0.08388818369863937,-0.08388818369863937,0.9090909090909091,-1.0
2023-06-02,NYM,TOR,0,3,-130.0,110.0,1515.12957650749,1536.86018570125,0.5032658694546052,0.4967341305453948,8.5,U,0.5427435387673957,0.4572564612326044,1.041407867494824,-0.03947766931279051,0.0394776693127904,-0.07273724419169825,0.08633594636666775,-1.0,1.1
2023-06-02,WSN,PHI,8,7,160.0,-180.0,1462.53499986452,1504.41235668418,0.4742950971534598,0.5257049028465401,9.0,O,0.37433155080213903,0.6256684491978609,1.0274725274725276,0.09996354635132076,-0.09996354635132076,0.2670454738242427,-0.15977079630510238,1.6,-1.0
2023-06-02,PIT,STL,7,5,129.0,-144.0,1476.32832130563,1510.21018415817,0.4857826897464677,0.5142173102535323,9.5,O,0.42526491912994985,0.5747350808700502,1.026845157133653,0.06051777061651786,-0.06051777061651786,0.14230604946284142,-0.10529681001010827,1.29,-1.0
2023-06-02,FLA,OAK,4,0,-210.0,170.0,1477.18612976681,1409.01712822093,0.629615444528205,0.370384555471795,8.5,U,0.6465222348916762,0.35347776510832385,1.04778972520908,-0.016906790363471202,0.016906790363471147,-0.026150361814399004,0.04782985531859407,0.47619047619047616,-1.0
2023-06-02,CIN,MIL,4,5,140.0,-165.0,1467.06989363058,1504.01136320004,0.4813843368425007,0.5186156631574993,10.0,U,0.40090771558245086,0.5990922844175491,1.0393081761006289,0.08047662126004984,-0.08047662126004984,0.20073602510525634,-0.13433092589114382,-1.0,0.6060606060606061
2023-06-01,HOU,ANA,5,2,-142.0,119.0,1564.82096803495,1500.52218532739,0.6244052089356269,0.3755947910643731,9.0,U,0.5623711526637492,0.43762884733625085,1.0433978640703423,0.06203405627187775,-0.06203405627187775,0.1103080340768634,-0.14175038197199574,0.704225352112676,-1.0
2023-06-01,MIN,CLE,7,6,-141.0,120.0,1514.38233625575,1501.55161732978,0.5528060097929243,0.4471939902070757,8.0,O,0.5627721335268505,0.4372278664731495,1.039607695209355,-0.009966123733926247,0.009966123733926191,-0.017708985822502132,0.02279388963543627,0.7092198581560284,-1.0
2023-06-01,BOS,CIN,8,2,-170.0,145.0,1509.72158422908,1469.54891147632,0.5913158257491383,0.4086841742508617,9.5,O,0.6067006554989074,0.39329934450109244,1.0377928949357522,-0.015384829749769069,0.015384829749769235,-0.025358188771227974,0.039117354160061346,0.5882352941176471,-1.0
2023-06-01,ARI,COL,5,4,-175.0,148.0,1512.36929245345,1461.8658033521,0.6056053690795129,0.3943946309204871,9.5,U,0.61212976022567,0.38787023977433005,1.0395894428152492,-0.006524391146157105,0.006524391146157049,-0.010658509959966311,0.016821066627728642,0.5714285714285714,-1.0
2023-06-01,NYM,PHI,4,2,-180.0,160.0,1513.49358875932,1506.04834443235,0.5451301841360772,0.4548698158639228,8.5,U,0.6256684491978609,0.37433155080213903,1.0274725274725276,-0.08053826506178374,0.08053826506178374,-0.12872355185088513,0.2151522223793365,0.5555555555555556,-1.0
2023-06-01,FLA,SDP,1,10,100.0,-120.0,1481.30320524554,1514.52729031945,0.4867285924877012,0.5132714075122988,7.5,O,0.4782608695652174,0.5217391304347826,1.0454545454545454,0.008467722922483767,-0.008467722922483767,0.017705238837920634,-0.016229802268093896,-1.0,0.8333333333333334
2023-06-01,TOR,MIL,3,1,-185.0,155.0,1535.42050509917,1505.45104380212,0.5770495713106616,0.4229504286893384,8.0,U,0.6233894945490586,0.37661050545094155,1.0412796697626419,-0.046339923238396974,0.04633992323839686,-0.07433542535380377,0.12304469091458525,0.5405405405405406,-1.0
2023-05-31,SEA,NYY,1,0,-138.0,128.0,1522.98526257746,1552.81984589494,0.4916041488784599,0.5083958511215401,7.5,U,0.5693398957730169,0.4306601042269832,1.0184284240011794,-0.07773574689455703,0.07773574689455687,-0.13653662332763794,0.1805037107723022,0.7246376811594203,-1.0
2023-05-31,ARI,COL,6,0,-160.0,135.0,1509.92963409968,1464.30546170587,0.5988771999409804,0.4011228000590195,10.0,U,0.5911949685534592,0.4088050314465409,1.0409165302782324,0.007682231387521221,-0.007682231387521388,0.012994412666126332,-0.018791919855629224,0.625,-1.0
2023-05-31,HOU,MIN,2,8,-185.0,165.0,1569.11612966744,1510.08717462326,0.6172644093445491,0.3827355906554509,7.5,O,0.6323766526926797,0.3676233473073202,1.0264812975835818,-0.01511224334813066,0.01511224334813066,-0.023897535248624813,0.041107953177678125,-1.0,1.65
2023-05-31,NYM,PHI,4,1,110.0,-120.0,1511.46872640801,1508.07320678366,0.5393438166523629,0.4606561833476371,9.0,U,0.4661016949152542,0.5338983050847457,1.0216450216450217,0.07324212173710865,-0.07324212173710859,0.15713764299961497,-0.1371836565869653,1.1,-1.0
2023-05-31,BOS,CIN,4,5,-165.0,145.0,1511.41980022853,1467.85069547687,0.5960320826769405,0.4039679173230595,10.5,U,0.6040343668285393,0.39596563317146055,1.0308047747400848,-0.00800228415159876,0.008002284151598926,-0.013248061022776647,0.02020954214512294,-1.0,1.45
2023-05-31,TOR,MIL,2,4,-150.0,126.0,1537.58335627124,1503.28819263005,0.5831149802852533,0.4168850197147467,10.0,U,0.5755517826825127,0.42444821731748733,1.0424778761061946,0.007563197602740601,-0.007563197602740657,0.013140776955794076,-0.017818893552057014,-1.0,1.26
2023-05-31,FLA,SDP,2,1,102.0,-112.0,1479.79655727271,1516.03393829228,0.4823962721235341,0.5176037278764659,8.5,U,0.4837531945965681,0.5162468054034319,1.0233513917429478,-0.001356922473034039,0.0013569224730339835,-0.0028049891725586695,0.002628437520254545,1.02,-1.0
2023-05-31,LAD,WSN,6,10,-245.0,205.0,1575.561488142,1458.41289010516,0.6926455265217155,0.3073544734782845,9.5,O,0.6841382467383841,0.3158617532616159,1.0380137799952482,0.008507279783331434,-0.008507279783331434,0.01243503023532111,-0.026933554618387756,-1.0,2.05
2023-05-31,SFG,PIT,4,9,-114.0,104.0,1517.96546188782,1472.57731760272,0.5985507678605898,0.4014492321394102,7.5,O,0.5207810820494446,0.4792189179505553,1.0229063588052043,0.07776968581114518,-0.07776968581114513,0.14933277818982194,-0.16228425652254663,-1.0,1.04
2023-05-31,OAK,ATL,2,4,200.0,-250.0,1410.08876101684,1552.68530528706,0.3356597182367605,0.6643402817632394,9.5,U,0.3181818181818181,0.6818181818181818,1.0476190476190477,0.017477900054942375,-0.01747790005494232,0.05493054302981881,-0.025634253413915453,-1.0,0.4
2023-05-31,BAL,CLE,8,12,-105.0,-115.0,1520.75697106289,1498.54737376744,0.5661115879589548,0.4338884120410452,8.5,O,0.4891657638136511,0.5108342361863488,1.0470788428814521,0.07694582414530365,-0.0769458241453036,0.15730010118740934,-0.15062777451986264,-1.0,0.8695652173913043
2023-05-31,CHC,TBD,3,4,120.0,-140.0,1486.07972271483,1562.08884598672,0.425706956721285,0.574293043278715,8.5,U,0.43795620437956206,0.562043795620438,1.0378787878787878,-0.012249247658277063,0.012249247658276952,-0.027969115486399243,0.02179411596342784,-1.0,0.7142857142857143
2023-05-31,CHW,ANA,5,12,-145.0,125.0,1481.88364318336,1496.82202816065,0.5130377561568172,0.4869622438431827,9.0,O,0.5711159737417943,0.42888402625820565,1.036281179138322,-0.05807821758497711,0.058078217584977054,-0.10169251125032386,0.13541706855272717,-1.0,1.25
2023-05-31,DET,TEX,3,2,135.0,-160.0,1466.89199801616,1531.21897655376,0.4422240389709511,0.5577759610290489,9.0,U,0.4088050314465409,0.5911949685534592,1.0409165302782324,0.03341900752441018,-0.033419007524410294,0.08174803379048035,-0.05652789570618333,1.35,-1.0
2023-05-30,LAD,WSN,9,3,-320.0,260.0,1573.80108586754,1460.17329237962,0.6883140870560357,0.3116859129439643,8.5,O,0.7328244274809161,0.267175572519084,1.0396825396825395,-0.044510340424880446,0.04451034042488028,-0.06073806870478482,0.16659584559026608,0.3125,-1.0
2023-05-30,SFG,PIT,1,2,-155.0,140.0,1519.78471730286,1470.75806218768,0.6035730329045591,0.3964269670954409,8.5,U,0.5933014354066986,0.4066985645933015,1.0245098039215685,0.010271597497860552,-0.010271597497860607,0.017312611911716624,-0.0252560456123867,-1.0,1.4
2023-05-30,SEA,NYY,2,10,-145.0,125.0,1526.96573030803,1548.83937816437,0.5030600285123653,0.4969399714876347,7.0,O,0.5711159737417943,0.42888402625820565,1.036281179138322,-0.06805594522942904,0.06805594522942904,-0.11916309183850216,0.158681464131883,-1.0,1.25
2023-05-30,OAK,ATL,2,1,205.0,-250.0,1408.06261611166,1554.71145019224,0.3304781086620332,0.6695218913379668,8.5,U,0.31460674157303364,0.6853932584269663,1.0421545667447307,0.015871367088999555,-0.0158713670889995,0.0504482739614629,-0.02315658476919602,2.05,-1.0
2023-05-30,ARI,COL,5,1,-250.0,210.0,1507.97327708218,1466.26181872337,0.5934547093541113,0.4065452906458887,8.5,U,0.6888888888888889,0.31111111111111106,1.0368663594470047,-0.09543417953477762,0.09543417953477762,-0.13853348642145136,0.30675271993321385,0.4,-1.0
2023-05-30,HOU,MIN,5,1,-115.0,-105.0,1567.24346215982,1511.95984213088,0.6121581958860979,0.3878418041139021,8.5,U,0.5108342361863488,0.4891657638136511,1.0470788428814521,0.10132395969974906,-0.101323959699749,0.19834997837299762,-0.20713624541056108,0.8695652173913043,-1.0
2023-05-30,CHW,ANA,7,3,-145.0,130.0,1479.35003355553,1499.35563778848,0.5057481443390373,0.4942518556609627,9.5,O,0.5764909248055315,0.42350907519446845,1.0266193433895296,-0.07074278046649429,0.07074278046649424,-0.12271273913003578,0.16703958571374256,0.6896551724137931,-1.0
2023-05-30,CHC,TBD,2,1,148.0,-180.0,1484.40096256038,1563.76760614117,0.4209886953509396,0.5790113046490604,8.5,U,0.38546255506607924,0.6145374449339207,1.0460829493087558,0.03552614028486034,-0.03552614028486034,0.09216495822472348,-0.05780956161048956,1.48,-1.0
2023-05-30,STL,KCR,2,1,-200.0,170.0,1509.26026726049,1444.39603648151,0.6251682682414839,0.3748317317585161,9.0,U,0.6428571428571429,0.35714285714285715,1.037037037037037,-0.017688874615659045,0.017688874615658934,-0.027516027179914082,0.049528848923845015,0.5,-1.0
2023-05-30,NYM,PHI,2,0,-150.0,130.0,1509.78342092612,1509.75851226555,0.5345196204883307,0.4654803795116693,8.5,U,0.5798319327731092,0.42016806722689076,1.0347826086956522,-0.0453123122847785,0.045312312284778555,-0.07814732118679191,0.10784330323777302,0.6666666666666666,-1.0
2023-05-30,BOS,CIN,8,9,-170.0,141.0,1513.13518875808,1466.13530694732,0.6007780827118386,0.3992219172881613,9.5,O,0.602765926143887,0.39723407385611303,1.0445673889657292,-0.001987843432048386,0.001987843432048275,-0.003297869613774207,0.005004211780604395,-1.0,1.41
2023-05-30,TOR,MIL,7,2,-155.0,140.0,1535.22349612363,1505.64805277766,0.5764959025559345,0.4235040974440655,9.0,P,0.5933014354066986,0.4066985645933015,1.0245098039215685,-0.016805532850764027,0.01680553285076397,-0.0283254545629813,0.04132183959776081,0.6451612903225806,-1.0
2023-05-30,BAL,CLE,8,5,-140.0,117.0,1518.89465062775,1500.40969420258,0.560837837465145,0.4391621625348549,9.0,O,0.5586612725266643,0.4413387274733358,1.0441628264208909,0.0021765649384807295,-0.002176564938480896,0.003896036910947309,-0.004931733389774595,0.7142857142857143,-1.0
2023-05-30,FLA,SDP,4,9,-140.0,117.0,1482.72869443771,1513.10180112728,0.4908293907523314,0.5091706092476687,8.0,O,0.5586612725266643,0.4413387274733358,1.0441628264208909,-0.06783188177433291,0.06783188177433286,-0.12141862181988883,0.15369573878700926,-1.0,1.17
2023-05-30,DET,TEX,6,10,105.0,-125.0,1469.08852151897,1529.02245305095,0.4484705211522514,0.5515294788477485,8.5,O,0.4675324675324675,0.5324675324675325,1.043360433604336,-0.019061946380216133,0.019061946380215966,-0.040771385313240094,0.03579926515308851,-1.0,0.8
2023-05-29,SEA,NYY,4,10,-135.0,115.0,1530.3958171366,1545.4092913358,0.5129297669479375,0.4870702330520625,7.5,O,0.552594002855783,0.447405997144217,1.0395843641761504,-0.03966423590784551,0.03966423590784546,-0.07177825981256114,0.08865378685359926,-1.0,1.15
2023-05-29,LAD,WSN,6,1,-260.0,210.0,1572.18296126683,1461.79141698033,0.6843034335945455,0.3156965664054545,9.0,U,0.6912521440823327,0.30874785591766724,1.0448028673835126,-0.006948710487787224,0.00694871048778728,-0.010052352889280303,0.02250610119099994,0.38461538461538464,-1.0
2023-05-29,CHW,ANA,4,6,-140.0,117.0,1481.18756780635,1497.51810353766,0.5110354539045826,0.4889645460954174,9.0,O,0.5586612725266643,0.4413387274733358,1.0441628264208909,-0.047625818622081706,0.047625818622081595,-0.08524990179949976,0.1079121673611998,-1.0,1.17
2023-05-29,OAK,ATL,7,2,210.0,-260.0,1403.64280103733,1559.13126526657,0.3193178524604125,0.6806821475395874,9.0,P,0.30874785591766724,0.6912521440823327,1.0448028673835126,0.010569996542745264,-0.010569996542745264,0.0342350443578916,-0.015291086809976373,2.1,-1.0
2023-05-29,SFG,PIT,14,4,-132.0,122.0,1516.31767029343,1474.22510919711,0.5939838913698746,0.4060161086301254,8.5,O,0.5581289044644218,0.44187109553557824,1.0194159676918297,0.03585498690545286,-0.03585498690545286,0.06424140842492143,-0.08114354450361627,0.7575757575757576,-1.0
2023-05-29,HOU,MIN,5,7,-121.0,111.0,1569.64358075907,1509.55972353163,0.6186980077023914,0.3813019922976086,8.0,O,0.536016459868573,0.463983540131427,1.0214449615062942,0.08268154783381831,-0.08268154783381843,0.154251882216623,-0.1781993124376745,-1.0,1.11
