GAMEDATE,HOME,AWAY,HOME_SCORE,AWAY_SCORE,T1_ML_x,T1_ML_y,OU_RESULT,OU_LINE,arow_x,HOME_ML,AWAY_ML
2023-09-10,ANA,CLE,2,1,135,-160,U,8.5,False,135,-160
2023-09-10,HOU,SDP,12,2,-175,145,O,10.0,False,-175,145
2023-09-10,TEX,OAK,9,4,-250,205,O,9.0,False,-250,205
2023-09-10,ATL,PIT,5,2,-260,210,U,10.0,False,-260,210
2023-09-10,BOS,BAL,7,3,105,-115,O,9.5,False,105,-115
2023-09-10,MIN,NYM,0,2,-172,152,U,9.0,False,-172,152
2023-09-10,SFG,COL,6,3,-210,175,O,8.5,False,-210,175
2023-09-10,DET,CHW,3,2,-140,125,U,9.0,False,-140,125
2023-09-10,WSN,LAD,3,7,190,-230,P,10.0,False,190,-230
2023-09-10,CIN,STL,7,1,-145,130,U,9.5,False,-145,130
2023-09-10,TBD,SEA,6,3,-129,119,O,8.0,False,-129,119
2023-09-10,CHC,ARI,5,2,-133,122,U,9.0,False,-133,122
2023-09-10,TOR,KCR,5,2,-165,150,U,8.0,False,-165,150
2023-09-10,PHI,FLA,4,5,-165,145,U,9.5,False,-165,145
2023-09-10,NYY,MIL,4,3,-139,118,U,7.5,False,-139,118
2023-09-11,NYM,ARI,3,4,-125,115,U,8.5,False,-125,115
2023-09-11,MIN,TBD,4,7,105,-115,O,7.0,False,105,-115
2023-09-11,LAD,SDP,8,11,-165,150,O,9.5,False,-165,150
2023-09-11,SEA,ANA,5,8,-240,195,O,8.0,False,-240,195
2023-09-11,BAL,STL,11,5,-170,150,O,10.0,False,-170,150
2023-09-11,PIT,WSN,2,6,-142,127,U,8.5,False,-142,127
2023-09-11,HOU,OAK,0,4,-290,240,U,8.5,False,-290,240
2023-09-11,SFG,CLE,5,4,-135,115,O,7.5,False,-135,115
2023-09-11,MIL,FLA,12,0,-133,123,O,7.0,False,-133,123
2023-09-11,PHI,ATL,8,10,145,-165,O,10.0,False,145,-165
2023-09-11,PHI,ATL,7,5,104,-124,O,10.0,False,104,-124
2023-09-11,TOR,TEX,4,10,-130,120,O,8.5,False,-130,120
2023-09-11,COL,CHC,4,5,160,-180,U,11.5,False,160,-180
2023-09-12,HOU,OAK,2,6,-315,260,U,8.5,False,-315,260
2023-09-12,DET,CIN,5,6,108,-118,O,9.0,False,108,-118
2023-09-12,SEA,ANA,8,0,-200,170,P,8.0,False,-200,170
2023-09-12,LAD,SDP,11,2,-150,130,O,9.5,False,-150,130
2023-09-12,COL,CHC,6,4,158,-173,U,12.0,False,158,-173
2023-09-12,BOS,NYY,1,4,-130,120,U,9.5,False,-130,120
2023-09-12,MIN,TBD,3,2,-123,113,U,8.0,False,-123,113
2023-09-12,NYM,ARI,7,4,-114,104,O,9.5,False,-114,104
2023-09-12,CHW,KCR,10,11,-130,110,O,9.5,False,-130,110
2023-09-12,CHW,KCR,6,2,-135,110,U,8.5,False,-135,110
2023-09-12,BAL,STL,2,5,-185,165,U,11.0,False,-185,165
2023-09-12,PIT,WSN,5,1,-143,128,U,9.0,False,-143,128
2023-09-12,SFG,CLE,1,3,-170,150,U,8.5,False,-170,150
2023-09-12,PHI,ATL,6,7,100,-110,O,8.5,False,100,-110
2023-09-12,TOR,TEX,3,6,-105,-115,O,8.5,False,-105,-115
2023-09-12,BOS,NYY,2,3,-141,126,U,9.5,False,-141,126
2023-09-12,MIL,FLA,3,1,-161,135,U,7.5,False,-161,135
2023-09-13,LAD,SDP,1,6,-131,109,U,8.0,False,-131,109
2023-09-13,CHW,KCR,1,7,-150,135,U,9.0,False,-150,135
2023-09-13,COL,CHC,7,3,170,-200,U,11.5,False,170,-200
2023-09-13,TOR,TEX,0,10,-129,119,O,8.0,False,-129,119
2023-09-13,HOU,OAK,6,2,-275,225,U,9.0,False,-275,225
2023-09-13,PIT,WSN,7,6,-140,125,O,9.5,False,-140,125
2023-09-13,NYM,ARI,7,1,136,-162,P,8.0,False,136,-162
2023-09-13,MIN,TBD,4,5,105,-115,O,8.5,False,105,-115
2023-09-13,BAL,STL,0,1,-200,170,U,9.0,False,-200,170
2023-09-13,SFG,CLE,6,5,-150,126,O,7.5,False,-150,126
2023-09-13,DET,CIN,3,4,-133,123,U,8.5,False,-133,123
2023-09-13,MIL,FLA,0,2,-121,111,U,7.5,False,-121,111
2023-09-13,PHI,ATL,1,4,142,-157,U,9.0,False,142,-157
2023-09-13,SEA,ANA,3,2,-300,240,U,7.5,False,-300,240
2023-09-14,NYM,ARI,11,1,-112,102,O,7.0,False,-112,102
2023-09-14,MIL,FLA,4,2,-110,-110,U,7.5,False,-110,-110
2023-09-14,CHW,MIN,2,10,160,-180,O,9.0,False,160,-180
2023-09-14,BOS,NYY,5,8,-105,-115,O,9.5,False,-105,-115
2023-09-14,PIT,WSN,2,0,-165,140,U,8.5,False,-165,140
2023-09-14,DET,CIN,8,2,-125,105,O,8.5,False,-125,105
2023-09-14,BAL,TBD,3,4,-128,118,U,8.0,False,-128,118
2023-09-14,TOR,TEX,2,9,-146,131,O,7.5,False,-146,131
2023-09-14,BOS,NYY,5,0,-113,-107,U,9.0,False,-113,-107
2023-09-15,FLA,ATL,9,6,145,-160,O,9.0,False,145,-160
2023-09-15,KCR,HOU,4,2,163,-183,U,10.5,False,163,-183
2023-09-15,STL,PHI,4,5,122,-145,O,8.5,False,122,-145
2023-09-15,SEA,LAD,3,6,-102,-108,O,8.0,False,-102,-108
2023-09-15,ARI,CHC,6,4,122,-132,O,8.5,False,122,-132
2023-09-15,MIL,WSN,5,3,-185,165,U,8.5,False,-185,165
2023-09-15,CHW,MIN,2,10,152,-172,O,9.0,False,152,-172
2023-09-15,COL,SFG,3,2,185,-225,U,10.5,False,185,-225
2023-09-15,NYM,CIN,3,5,-110,100,P,8.0,False,-110,100
2023-09-15,ANA,DET,2,11,118,-128,O,7.5,False,118,-128
2023-09-15,TOR,BOS,3,0,-143,128,U,8.5,False,-143,128
2023-09-15,BAL,TBD,1,7,114,-124,U,8.5,False,114,-124
2023-09-15,PIT,NYY,5,7,142,-157,O,7.5,False,142,-157
2023-09-15,OAK,SDP,3,8,170,-205,O,8.5,False,170,-205
2023-09-15,CLE,TEX,12,3,105,-115,O,8.0,False,105,-115
2023-09-16,CHW,MIN,7,6,185,-225,O,9.0,False,185,-225
2023-09-16,OAK,SDP,2,5,120,-130,U,8.5,False,120,-130
2023-09-16,ANA,DET,4,5,110,-120,O,8.5,False,110,-120
2023-09-16,KCR,HOU,10,8,131,-146,O,9.5,False,131,-146
2023-09-16,FLA,ATL,11,5,104,-114,O,9.5,False,104,-114
2023-09-16,PIT,NYY,3,6,105,-115,U,9.5,False,105,-115
2023-09-16,MIL,WSN,9,5,-275,225,O,8.0,False,-275,225
2023-09-16,TOR,BOS,4,3,-140,129,U,8.5,False,-140,129
2023-09-16,BAL,TBD,8,0,105,-115,O,7.5,False,105,-115
2023-09-16,NYM,CIN,2,3,-109,-101,U,8.5,False,-109,-101
2023-09-16,CLE,TEX,2,1,-117,107,U,8.0,False,-117,107
2023-09-16,SEA,LAD,2,6,125,-135,P,8.0,False,125,-135
2023-09-16,STL,PHI,1,6,106,-116,U,9.0,False,106,-116
2023-09-16,COL,SFG,5,2,145,-165,U,11.5,False,145,-165
2023-09-16,COL,SFG,9,5,145,-165,O,12.0,False,145,-165
2023-09-16,ARI,CHC,7,6,100,-110,O,9.0,False,100,-110
2023-09-17,MIL,WSN,1,2,-280,240,U,8.0,False,-280,240
2023-09-17,ARI,CHC,6,2,103,-113,U,9.0,False,103,-113
2023-09-17,CLE,TEX,9,2,111,-121,O,8.0,False,111,-121
2023-09-17,CHW,MIN,0,4,164,-179,U,8.5,False,164,-179
2023-09-17,TOR,BOS,3,2,-150,135,U,8.5,False,-150,135
2023-09-17,SEA,LAD,1,6,-180,160,U,8.0,False,-180,160
2023-09-17,COL,SFG,10,11,154,-186,O,12.0,False,154,-186
2023-09-17,OAK,SDP,1,10,145,-160,O,8.5,False,145,-160
2023-09-17,BAL,TBD,5,4,-115,105,P,9.0,False,-115,105
2023-09-17,NYM,CIN,8,4,-130,120,O,9.0,False,-130,120
2023-09-17,ANA,DET,3,5,105,-115,U,9.0,False,105,-115
2023-09-17,PIT,NYY,3,2,142,-157,U,8.0,False,142,-157
2023-09-17,STL,PHI,6,5,129,-139,O,9.5,False,129,-139
2023-09-17,KCR,HOU,1,7,210,-260,U,9.5,False,210,-260
2023-09-17,FLA,ATL,16,2,105,-115,O,8.0,False,105,-115
2023-09-18,LAD,DET,8,3,-185,165,O,8.0,False,-185,165
2023-09-18,ATL,PHI,1,7,-101,-109,U,9.5,False,-101,-109
2023-09-18,FLA,NYM,1,2,-156,141,U,8.5,False,-156,141
2023-09-18,WSN,CHW,1,6,112,-122,U,9.0,False,112,-122
2023-09-18,SDP,COL,11,9,-270,220,O,8.0,False,-270,220
2023-09-18,STL,MIL,1,0,157,-177,U,8.5,False,157,-177
2023-09-18,TEX,BOS,2,4,-172,152,U,9.0,False,-172,152
2023-09-18,KCR,CLE,6,4,118,-128,O,9.5,False,118,-128
2023-09-18,OAK,SEA,0,5,155,-170,U,8.0,False,155,-170
2023-09-18,CIN,MIN,7,3,135,-150,O,9.5,False,135,-150
2023-09-18,HOU,BAL,7,8,-184,164,O,8.5,False,-184,164
2023-09-19,KCR,CLE,7,6,134,-160,O,9.0,False,134,-160
2023-09-19,WSN,CHW,4,3,-115,105,U,9.5,False,-115,105
2023-09-19,FLA,NYM,4,3,-150,130,U,8.5,False,-150,130
2023-09-19,TBD,ANA,6,2,-210,175,U,8.5,False,-210,175
2023-09-19,NYY,TOR,1,7,-110,100,P,8.0,False,-110,100
2023-09-19,STL,MIL,3,7,117,-127,O,9.0,False,117,-127
2023-09-19,SDP,COL,2,0,-305,245,U,7.5,False,-305,245
2023-09-19,CHC,PIT,14,1,-155,140,O,9.0,False,-155,140
2023-09-19,TEX,BOS,6,4,-152,137,O,9.0,False,-152,137
2023-09-19,LAD,DET,3,2,-250,210,U,8.5,False,-250,210
2023-09-19,OAK,SEA,2,7,190,-230,O,7.5,False,190,-230
2023-09-19,ARI,SFG,8,4,-133,123,O,8.0,False,-133,123
2023-09-19,CIN,MIN,0,7,109,-119,U,9.5,False,109,-119
2023-09-19,HOU,BAL,5,9,-188,155,O,9.0,False,-188,155
2023-09-19,ATL,PHI,9,3,-220,180,O,8.5,False,-220,180
2023-09-20,TEX,BOS,15,5,-150,135,O,9.0,False,-150,135
2023-09-20,STL,MIL,2,8,109,-119,O,8.5,False,109,-119
2023-09-20,OAK,SEA,3,6,215,-250,O,8.5,False,215,-250
2023-09-20,HOU,BAL,2,1,101,-111,U,9.0,False,101,-111
2023-09-20,WSN,CHW,13,3,-130,120,O,9.5,False,-130,120
2023-09-20,FLA,NYM,3,8,-117,107,O,7.5,False,-117,107
2023-09-20,ATL,PHI,5,6,-145,122,O,9.5,False,-145,122
2023-09-20,CIN,MIN,3,5,-130,120,U,8.5,False,-130,120
2023-09-20,NYY,TOR,1,6,104,-114,P,7.0,False,104,-114
2023-09-20,SDP,COL,3,2,-250,205,U,8.5,False,-250,205
2023-09-20,CHC,PIT,7,13,-198,178,O,7.5,False,-198,178
2023-09-20,KCR,CLE,6,2,123,-147,U,9.0,False,123,-147
2023-09-20,ARI,SFG,7,1,100,-110,O,7.5,False,100,-110
2023-09-20,LAD,DET,2,4,-265,215,U,8.0,False,-265,215
2023-09-20,TBD,ANA,3,8,-260,210,O,8.0,False,-260,210
2023-09-21,PHI,NYM,5,4,-152,137,O,8.5,False,-152,137
2023-09-21,LAD,SFG,7,2,-177,157,O,8.5,False,-177,157
2023-09-21,TBD,ANA,5,4,-265,215,O,7.5,False,-265,215
2023-09-21,NYY,TOR,5,3,-130,120,O,7.0,False,-130,120
2023-09-21,WSN,ATL,3,10,215,-265,O,8.5,False,215,-265
2023-09-21,OAK,DET,3,7,165,-185,O,7.5,False,165,-185
2023-09-21,STL,MIL,0,6,-110,-110,U,9.0,False,-110,-110
2023-09-21,CHC,PIT,6,8,-175,145,O,9.0,False,-175,145
2023-09-21,CLE,BAL,5,2,135,-150,U,8.0,False,135,-150
2023-09-22,BOS,CHW,3,2,-220,180,U,9.0,False,-220,180
2023-09-22,OAK,DET,8,2,140,-155,O,7.5,False,140,-155
2023-09-22,TEX,SEA,8,5,-130,120,O,9.5,False,-130,120
2023-09-22,HOU,KCR,5,7,-230,190,O,8.5,False,-230,190
2023-09-22,LAD,SFG,1,5,-175,145,U,9.0,False,-175,145
2023-09-22,CLE,BAL,9,8,-114,104,O,8.0,False,-114,104
2023-09-22,CIN,PIT,5,7,-145,130,O,9.5,False,-145,130
2023-09-22,PHI,NYM,5,4,-165,145,P,9.0,False,-165,145
2023-09-22,SDP,STL,4,2,-182,150,U,9.0,False,-182,150
2023-09-22,MIN,ANA,8,6,-270,220,O,8.0,False,-270,220
2023-09-22,TBD,TOR,2,6,-150,135,O,7.5,False,-150,135
2023-09-22,WSN,ATL,6,9,210,-260,O,9.0,False,210,-260
2023-09-22,FLA,MIL,1,16,125,-140,O,8.0,False,125,-140
2023-09-22,CHC,COL,6,0,-260,210,U,9.0,False,-260,210
2023-09-22,NYY,ARI,7,1,100,-120,U,8.5,False,100,-120
2023-09-23,TBD,TOR,7,6,-112,102,O,8.0,False,-112,102
2023-09-23,HOU,KCR,2,3,-290,230,U,10.0,False,-290,230
2023-09-23,TEX,SEA,2,0,-119,109,U,8.5,False,-119,109
2023-09-23,MIN,ANA,0,1,-200,170,U,7.5,False,-200,170
2023-09-23,LAD,SFG,7,0,-215,180,U,8.5,False,-215,180
2023-09-23,BOS,CHW,0,1,-150,135,U,8.5,False,-150,135
2023-09-23,CHC,COL,6,3,-230,190,O,8.5,False,-230,190
2023-09-23,PHI,NYM,7,5,-180,160,O,7.5,False,-180,160
2023-09-23,CIN,PIT,12,13,-128,118,O,9.5,False,-128,118
2023-09-23,CLE,BAL,1,2,117,-127,U,8.0,False,117,-127
2023-09-23,SDP,STL,2,5,-200,170,U,8.5,False,-200,170
2023-09-23,OAK,DET,4,1,113,-123,U,8.5,False,113,-123
2023-09-23,FLA,MIL,5,4,104,-114,O,7.0,False,104,-114
2023-09-24,CHC,COL,4,3,-250,205,U,9.0,False,-250,205
2023-09-24,PHI,NYM,5,2,-170,150,U,9.0,False,-170,150
2023-09-24,NYY,ARI,1,7,100,-110,O,7.0,False,100,-110
2023-09-24,WSN,ATL,3,2,190,-230,U,9.5,False,190,-230
2023-09-24,TBD,TOR,5,9,-107,-103,O,8.0,False,-107,-103
2023-09-24,LAD,SFG,3,2,-170,155,U,9.0,False,-170,155
2023-09-24,BOS,CHW,2,3,-165,145,U,8.5,False,-165,145
2023-09-24,MIN,ANA,9,3,-250,205,O,8.0,False,-250,205
2023-09-24,CIN,PIT,4,2,-145,133,U,10.5,False,-145,133
2023-09-24,TEX,SEA,9,8,-128,118,O,9.0,False,-128,118
2023-09-24,WSN,ATL,5,8,240,-300,O,8.0,False,240,-300
2023-09-24,FLA,MIL,6,1,115,-125,P,7.0,False,115,-125
2023-09-24,CLE,BAL,1,5,-112,102,U,7.0,False,-112,102
2023-09-24,HOU,KCR,5,6,-278,230,O,9.5,False,-278,230
2023-09-24,OAK,DET,0,2,120,-130,U,8.0,False,120,-130
2023-09-24,SDP,STL,12,2,-200,170,O,8.0,False,-200,170
2023-09-25,ANA,TEX,1,5,152,-184,U,9.0,False,152,-184
2023-09-25,NYY,ARI,6,4,110,-120,O,7.0,False,110,-120
2023-09-25,SFG,SDP,2,1,110,-120,U,7.0,False,110,-120
2023-09-25,SEA,HOU,1,5,-124,104,U,7.5,False,-124,104
2023-09-26,PHI,PIT,3,2,-180,160,U,7.5,False,-180,160
2023-09-26,MIL,STL,1,4,-157,142,U,8.5,False,-157,142
2023-09-26,ANA,TEX,9,3,143,-158,O,9.0,False,143,-158
2023-09-26,DET,KCR,6,3,-160,135,O,8.0,False,-160,135
2023-09-26,ATL,CHC,7,6,-140,125,O,9.5,False,-140,125
2023-09-26,BAL,WSN,1,0,-250,205,U,7.5,False,-250,205
2023-09-26,SEA,HOU,6,2,-110,100,P,8.0,False,-110,100
2023-09-26,CHW,ARI,4,15,138,-150,O,9.0,False,138,-150
2023-09-26,MIN,OAK,11,3,-216,176,O,8.0,False,-216,176
2023-09-26,COL,LAD,4,1,195,-240,U,12.0,False,195,-240
2023-09-26,COL,LAD,2,11,200,-240,O,11.5,False,200,-240
2023-09-26,BOS,TBD,7,9,102,-112,O,8.0,False,102,-112
2023-09-26,TOR,NYY,0,2,-175,155,U,7.0,False,-175,155
2023-09-26,CLE,CIN,7,11,-110,100,O,7.5,False,-110,100
2023-09-26,SFG,SDP,0,4,120,-130,U,8.0,False,120,-130
2023-09-27,MIN,OAK,6,4,-280,230,O,7.5,False,-280,230
2023-09-27,SFG,SDP,2,5,-115,105,U,8.5,False,-115,105
2023-09-27,DET,KCR,8,0,-210,175,P,8.0,False,-210,175
2023-09-27,NYM,FLA,11,2,115,-125,O,7.5,False,115,-125
2023-09-27,NYM,FLA,2,4,-150,135,U,8.0,False,-150,135
2023-09-27,BAL,WSN,5,1,-260,210,U,8.0,False,-260,210
2023-09-27,CHW,ARI,0,3,168,-188,U,9.0,False,168,-188
2023-09-27,TOR,NYY,0,6,-125,107,U,7.0,False,-125,107
2023-09-27,SEA,HOU,3,8,100,-120,O,8.0,False,100,-120
2023-09-27,CLE,CIN,4,3,-125,105,U,8.0,False,-125,105
2023-09-27,ATL,CHC,6,5,-140,125,O,9.5,False,-140,125
2023-09-27,MIL,STL,3,2,-140,125,U,8.0,False,-140,125
2023-09-27,COL,LAD,2,8,185,-220,U,12.5,False,185,-220
2023-09-27,ANA,TEX,0,5,145,-165,U,8.5,False,145,-165
2023-09-27,PHI,PIT,7,6,-130,110,O,8.0,False,-130,110
2023-09-27,BOS,TBD,0,5,122,-132,U,7.5,False,122,-132
2023-09-28,MIL,STL,3,0,-270,220,U,8.5,False,-270,220
2023-09-28,DET,KCR,7,3,-106,-104,O,7.0,False,-106,-104
2023-09-28,TOR,NYY,6,0,-197,162,U,8.5,False,-197,162
2023-09-28,BAL,BOS,2,0,-120,110,U,7.5,False,-120,110
2023-09-28,CHW,ARI,3,1,165,-185,U,9.0,False,165,-185
2023-09-28,PHI,PIT,2,3,-270,220,U,8.0,False,-270,220
2023-09-28,COL,LAD,14,5,185,-215,O,11.5,False,185,-215
2023-09-28,SEA,TEX,3,2,-112,102,U,7.5,False,-112,102
2023-09-28,MIN,OAK,1,2,-275,225,U,8.0,False,-275,225
2023-09-28,ATL,CHC,5,3,-140,120,U,9.5,False,-140,120
2023-09-29,COL,MIN,6,7,165,-185,O,11.5,False,165,-185
2023-09-29,KCR,NYY,12,5,133,-145,O,9.5,False,133,-145
2023-09-29,PIT,FLA,3,4,125,-140,U,8.5,False,125,-140
2023-09-29,ATL,WSN,6,10,-280,230,O,10.0,False,-280,230
2023-09-29,ANA,OAK,5,1,-142,127,U,8.5,False,-142,127
2023-09-29,ARI,HOU,1,2,-117,107,U,9.5,False,-117,107
2023-09-29,SFG,LAD,2,6,118,-128,U,8.5,False,118,-128
2023-09-29,STL,CIN,2,19,-103,-107,O,9.0,False,-103,-107
2023-09-29,CHW,SDP,2,3,125,-140,U,8.5,False,125,-140
2023-09-29,MIL,CHC,4,3,-110,-110,U,8.5,False,-110,-110
2023-09-29,BAL,BOS,0,3,105,-115,U,7.5,False,105,-115
2023-09-29,SEA,TEX,8,0,-115,-105,P,8.0,False,-115,-105
2023-09-29,TOR,TBD,11,4,-123,113,O,8.0,False,-123,113
2023-09-29,DET,CLE,5,7,-103,-107,O,8.5,False,-103,-107
2023-09-30,DET,CLE,8,0,-103,-107,P,8.0,False,-103,-107
2023-09-30,ARI,HOU,0,1,117,-127,U,9.0,False,117,-127
2023-09-30,SEA,TEX,1,6,-145,133,U,7.5,False,-145,133
2023-09-30,PIT,FLA,3,7,118,-128,O,9.0,False,118,-128
2023-09-30,CHW,SDP,1,6,130,-145,U,8.5,False,130,-145
2023-09-30,BAL,BOS,5,2,-127,117,U,8.0,False,-127,117
2023-09-30,ATL,WSN,5,3,-390,310,U,9.0,False,-390,310
2023-09-30,COL,MIN,6,14,122,-132,O,13.0,False,122,-132
2023-09-30,MIL,CHC,6,10,113,-123,O,8.5,False,113,-123
2023-09-30,STL,CIN,15,6,114,-124,O,9.0,False,114,-124
2023-09-30,ANA,OAK,3,7,-120,100,O,8.5,False,-120,100
2023-09-30,NYM,PHI,4,3,-102,-108,U,8.0,False,-102,-108
2023-09-30,NYM,PHI,11,4,-129,119,O,8.0,False,-129,119
2023-09-30,SFG,LAD,2,1,158,-173,U,8.0,False,158,-173
2023-09-30,TOR,TBD,5,7,-133,123,O,8.5,False,-133,123
2023-09-30,KCR,NYY,2,5,119,-129,U,9.5,False,119,-129
2023-10-01,SFG,LAD,2,5,145,-160,U,8.0,False,145,-160
2023-10-01,ARI,HOU,1,8,190,-230,P,9.0,False,190,-230
2023-10-01,STL,CIN,4,3,105,-115,U,8.5,False,105,-115
2023-10-01,PIT,FLA,3,0,-132,122,U,9.0,False,-132,122
2023-10-01,MIL,CHC,4,0,-131,121,U,8.5,False,-131,121
2023-10-01,SEA,TEX,1,0,-120,100,U,7.5,False,-120,100
2023-10-01,ANA,OAK,7,3,-108,-102,O,8.5,False,-108,-102
2023-10-01,NYM,PHI,1,9,-117,107,O,8.5,False,-117,107
2023-10-01,TOR,TBD,8,12,100,-110,O,8.5,False,100,-110
2023-10-01,ATL,WSN,9,10,-225,185,O,10.5,False,-225,185
2023-10-01,BAL,BOS,1,6,-165,145,U,8.5,False,-165,145
2023-10-01,KCR,NYY,5,2,120,-130,U,8.5,False,120,-130
2023-10-01,DET,CLE,5,2,-118,108,U,7.5,False,-118,108
2023-10-01,CHW,SDP,1,2,170,-200,U,9.5,False,170,-200
2023-10-01,COL,MIN,3,2,135,-160,U,13.0,False,135,-160
2023-10-03,TBD,TEX,0,4,-155,140,U,7.5,False,-155,140
2023-10-03,MIL,ARI,3,6,-175,144,O,8.0,False,-175,144
2023-10-03,PHI,FLA,4,1,-156,141,U,7.5,False,-156,141
2023-10-03,MIN,TOR,3,1,-120,110,U,7.5,False,-120,110
2023-10-04,MIN,TOR,2,0,-146,131,U,8.0,False,-146,131
2023-10-04,TBD,TEX,1,7,-146,131,P,8.0,False,-146,131
2023-10-04,MIL,ARI,2,5,-132,122,U,7.5,False,-132,122
2023-10-04,PHI,FLA,7,1,-150,135,P,8.0,False,-150,135
2023-10-07,LAD,ARI,2,11,-190,170,O,8.5,False,-190,170
2023-10-07,BAL,TEX,2,3,-125,115,U,7.5,False,-125,115
2023-10-07,HOU,MIN,6,4,-140,129,O,8.0,False,-140,129
2023-10-07,ATL,PHI,0,3,-200,170,U,8.5,False,-200,170
2023-10-08,BAL,TEX,8,11,-105,-105,O,7.5,False,-105,-105
2023-10-08,HOU,MIN,2,6,-127,117,O,7.5,False,-127,117
2023-10-09,ATL,PHI,5,4,-153,138,O,8.0,False,-153,138
2023-10-09,LAD,ARI,2,4,-160,135,U,8.0,False,-160,135
2023-10-10,TEX,BAL,7,1,-132,122,U,9.0,False,-132,122
2023-10-10,MIN,HOU,1,9,-135,113,O,8.0,False,-135,113
2023-10-11,MIN,HOU,2,3,-120,110,U,8.5,False,-120,110
2023-10-11,PHI,ATL,10,2,-119,109,O,9.0,False,-119,109
2023-10-11,ARI,LAD,4,2,125,-140,U,9.5,False,125,-140
2023-10-12,PHI,ATL,3,1,130,-155,U,8.0,False,130,-155
2023-10-15,HOU,TEX,0,2,-135,125,U,8.5,False,-135,125
2023-10-16,PHI,ARI,5,3,-165,145,O,7.5,False,-165,145
2023-10-16,HOU,TEX,4,5,-120,110,O,8.5,False,-120,110
2023-10-17,PHI,ARI,10,0,-165,145,O,7.5,False,-165,145
2023-10-18,TEX,HOU,5,8,-117,107,O,9.0,False,-117,107
2023-10-19,TEX,HOU,3,10,-110,-110,O,9.5,False,-110,-110
2023-10-19,ARI,PHI,2,1,105,-125,U,9.0,False,105,-125
2023-10-20,ARI,PHI,6,5,118,-128,O,9.5,False,118,-128
2023-10-20,TEX,HOU,4,5,-105,-105,P,9.0,False,-105,-105
2023-10-21,ARI,PHI,1,6,119,-129,U,8.0,False,119,-129
2023-10-22,HOU,TEX,2,9,-116,106,O,8.5,False,-116,106
2023-10-23,HOU,TEX,4,11,-130,120,O,9.0,False,-130,120
2023-10-23,PHI,ARI,1,5,-182,162,U,8.0,False,-182,162
2023-10-24,PHI,ARI,2,4,-158,143,U,8.0,False,-158,143
2023-10-27,TEX,ARI,6,5,-153,140,O,8.5,False,-153,140
2023-10-28,TEX,ARI,1,9,-146,131,O,9.0,False,-146,131
2023-10-30,ARI,TEX,1,3,104,-114,U,9.0,False,104,-114
2023-10-31,ARI,TEX,7,11,-116,106,O,9.5,False,-116,106
2023-11-01,ARI,TEX,0,5,-105,-105,U,8.5,False,-105,-105
