AWAY,AWAY_ML,HOME,HOME_ML,PULL_DATE,PULL_TIMESTAMP
ATL,−250,DET,+210,20230614,101635
MIL,+135,MIN,−155,20230614,101635
SFG,+135,STL,−155,20230614,101635
ATL,−155,DET,+135,20230614,101635
TOR,−115,BAL,−105,20230614,101635
COL,+200,BOS,−240,20230614,101635
NYY,−110,NYM,−110,20230614,101635
