AWAY,AWAY_ML,HOME,HOME_ML,PULL_DATE,PULL_TIMESTAMP
ATL,−225,DET,+190,20230612,171533
COL,+185,BOS,−215,20230612,171533
SFG,−130,STL,+110,20230612,171533
ANA,+135,TEX,−155,20230612,171533
CIN,−110,KCR,−110,20230612,171533
TBD,−260,OAK,+220,20230612,171533
FLA,+100,SEA,−120,20230612,171533
PHI,−110,ARI,−110,20230612,171533
